EO_total	EM_total	MO_total	EO_direct	MO_direct	indirect_b_difference	indirect_b_product_v1	indirect_b_product_v2	param_snps_m	param_beta_em	param_beta_mo
-0.4100355611383891	-0.24966830278887084	0.07534757504751007	-0.3756868581138025	0.07721278397465213	-0.034348703024586646	-0.018811901181368912	-0.019277584728555123	253	-0.240201359	0.080970057
-0.3926268548875014	-0.21365080175286127	0.08086955402203647	-0.3640818441159859	0.08492492148963567	-0.0285450107715155	-0.01727784505420442	-0.018144277565059458	253	-0.240201359	0.080970057
-0.38756677163990677	-0.2602074653825465	0.07887173032465923	-0.3575883843687578	0.07867741787209472	-0.029978387271148987	-0.020523013038115313	-0.020472451487341232	253	-0.240201359	0.080970057
-0.409391952359995	-0.24254719659169402	0.0703093875171324	-0.38014102921776116	0.07627281461913696	-0.02925092314223382	-0.017053344836359507	-0.018499757362029644	253	-0.240201359	0.080970057
-0.39109409037941784	-0.23671867649127962	0.08449490318042241	-0.3593866221170204	0.08352244457215398	-0.031707468262397454	-0.020001521651128406	-0.019771322536436552	253	-0.240201359	0.080970057
-0.39396811152200956	-0.2543313162982777	0.09506003173465905	-0.3604321897591054	0.09269850421827057	-0.03353592176290415	-0.024176742998431887	-0.023576132596714202	253	-0.240201359	0.080970057
-0.4038312787345471	-0.21735751130096803	0.07802417881972898	-0.37158042686176307	0.0863985969975229	-0.032250851872784037	-0.016959141329557993	-0.018779384023276866	253	-0.240201359	0.080970057
-0.3943007464525542	-0.20240733444752526	0.0877267618004256	-0.3627694665569057	0.09300575726518445	-0.03153127989564852	-0.017756540015737128	-0.018825047416319542	253	-0.240201359	0.080970057
-0.41351438782846206	-0.27036841085525015	0.07461786124942969	-0.38579581725332884	0.07247340407099882	-0.027718570575133217	-0.020174312567425856	-0.01959451908794637	253	-0.240201359	0.080970057
-0.3891362729269933	-0.23105149029867725	0.08231014325937354	-0.36027945416737256	0.08695683842587704	-0.02885681875962076	-0.01901788126677588	-0.020091507109960174	253	-0.240201359	0.080970057
-0.37630927393298685	-0.23088773023619963	0.08574132611248182	-0.34420883465627605	0.0842992113235262	-0.0321004392767108	-0.01979662017355272	-0.019463653563190703	253	-0.240201359	0.080970057
-0.38991543407846213	-0.24279643717784982	0.0812252371633729	-0.3562603057832897	0.08682959151635374	-0.03365512829517242	-0.019721198192192823	-0.02108191546177874	253	-0.240201359	0.080970057
-0.37809883495961927	-0.251120931467279	0.07925990585043667	-0.34417608084182494	0.08673306771448347	-0.03392275411779433	-0.01990382138517049	-0.02178048875347567	253	-0.240201359	0.080970057
-0.3950683194883745	-0.23185441377457336	0.08198409548970458	-0.36461282889435415	0.08456555634676553	-0.030455490594020362	-0.0190083743986041	-0.019606897492299973	253	-0.240201359	0.080970057
-0.40092495436817094	-0.22932557753492724	0.07869163078004256	-0.37239343004439013	0.07429011014479954	-0.02853152432378081	-0.018046003675798516	-0.01703662241408951	253	-0.240201359	0.080970057
-0.38082452104834863	-0.23387674000611433	0.07892679619359486	-0.3532648157643851	0.0792376144935319	-0.02755970528396351	-0.018459141792884957	-0.018531834963608475	253	-0.240201359	0.080970057
-0.40318852888952184	-0.24121189997999595	0.06934264852470619	-0.3709398160731598	0.07138987406278147	-0.032248712816362046	-0.016726272000289442	-0.01722008716201615	253	-0.240201359	0.080970057
-0.39630052890217354	-0.26243992194235133	0.08164020559253095	-0.36351282087314396	0.08338009015542439	-0.03278770802902958	-0.021425649183061335	-0.02188226435193579	253	-0.240201359	0.080970057
-0.4019183131640004	-0.2512540484174935	0.0789266062929919	-0.3714675519032159	0.08198961771410289	-0.030450761260784498	-0.019830629358967834	-0.02060022337887099	253	-0.240201359	0.080970057
-0.3799846331501043	-0.2180476408894383	0.06976433900037221	-0.3510842904878358	0.07687505799133676	-0.028900342662268486	-0.015211949537242194	-0.01676242503824974	253	-0.240201359	0.080970057
-0.4120351531630026	-0.23320188059705516	0.07069377049240079	-0.3835878793179981	0.07291484898249345	-0.028447273845004506	-0.01648592022532447	-0.017003879906167748	253	-0.240201359	0.080970057
-0.3761955309170422	-0.24891307659589854	0.07992721581992318	-0.3478773990171936	0.08261154675040713	-0.02831813189984861	-0.019894929193481452	-0.020563094263989744	253	-0.240201359	0.080970057
-0.3904341865674483	-0.23958466889152605	0.07785829559738906	-0.35913232533575234	0.07857801456456792	-0.03130186123169598	-0.01865365397115902	-0.018826087601605517	253	-0.240201359	0.080970057
-0.406456535609244	-0.2426129548982883	0.08096982053762763	-0.3723752044864808	0.08574818071301049	-0.03408133112276318	-0.01964432741821795	-0.02080361949993589	253	-0.240201359	0.080970057
-0.3818474892980642	-0.25380339677867286	0.08513001750214917	-0.3498565386597042	0.08358575631310222	-0.03199095063836005	-0.02160628760987333	-0.021214348874579743	253	-0.240201359	0.080970057
-0.39243982799336874	-0.24410541873867542	0.0803876331183463	-0.3599493270162317	0.08210703208343796	-0.032490500977137016	-0.019623056843764936	-0.02004277144811748	253	-0.240201359	0.080970057
-0.4097842013443284	-0.2396522970499869	0.07864318561555445	-0.380277526459756	0.07795220590217844	-0.029506674884572426	-0.01884702008009611	-0.01868142520457061	253	-0.240201359	0.080970057
-0.3724435475581929	-0.22960569412413434	0.09081415241699742	-0.3333997281483576	0.09369161025349247	-0.03904381940983531	-0.020851446501999625	-0.021512127205861	253	-0.240201359	0.080970057
-0.38890052071963105	-0.22672251770064958	0.0762842686258759	-0.3571424831931092	0.08063571563816666	-0.03175803752652184	-0.017295361443811254	-0.018281932466078784	253	-0.240201359	0.080970057
-0.3848937298013271	-0.23027682584944187	0.06744322024302653	-0.3616818763594406	0.06836236379754883	-0.023211853441886476	-0.015530610682628973	-0.015742268142864342	253	-0.240201359	0.080970057
-0.3842939785992383	-0.22446521717932372	0.0729589025605284	-0.3568112231470163	0.07686178476772058	-0.027482755452222007	-0.01637673590841412	-0.017252797210676837	253	-0.240201359	0.080970057
-0.39095429322605585	-0.22834640359000125	0.08833299149869554	-0.359222486554656	0.09223247007481712	-0.031731806671399854	-0.02017052092707328	-0.021060952835806904	253	-0.240201359	0.080970057
-0.3908271848064689	-0.22836538658710476	0.06929451170035694	-0.36028063687643475	0.07618278323378655	-0.03054654793003414	-0.015824467952816668	-0.01739751074446527	253	-0.240201359	0.080970057
-0.3818983201700171	-0.22791528642514913	0.07891949598571797	-0.35510275191867574	0.08168593583055021	-0.026795568251341384	-0.01798695953211332	-0.018617473461726205	253	-0.240201359	0.080970057
-0.3860043678921146	-0.22755780389372648	0.06681756998560731	-0.3563568593640487	0.07097134944920107	-0.029647508528065913	-0.015204859487440173	-0.01615008442003443	253	-0.240201359	0.080970057
-0.3890331680601704	-0.23796929747897938	0.07411542182377379	-0.36431339370762805	0.07617894965362014	-0.024719774352542356	-0.017637194863761665	-0.018128251131758526	253	-0.240201359	0.080970057
-0.3854721260423628	-0.23123390613098418	0.0836175589766389	-0.35670905447252665	0.08304931785696197	-0.02876307156983615	-0.019335214783306152	-0.01920381816957901	253	-0.240201359	0.080970057
-0.37899735110585936	-0.2228747626109091	0.0824772021893221	-0.34941258293010885	0.09001856331849409	-0.02958476817575051	-0.018382086858757116	-0.02006286593018446	253	-0.240201359	0.080970057
-0.39565446860360864	-0.24215282953340747	0.0885871083478666	-0.3615559830914598	0.09048390072484601	-0.034098485512148835	-0.02145161894661844	-0.0219109325877414	253	-0.240201359	0.080970057
-0.37767933322999875	-0.23248197601528445	0.08430182699924435	-0.348571396614273	0.08859552712252279	-0.02910793661572575	-0.019598655322482984	-0.020596863211559825	253	-0.240201359	0.080970057
-0.39044321114628955	-0.21844955069327557	0.08392156609460506	-0.3561697891081717	0.09040863812695096	-0.03427342203811784	-0.018332628406842504	-0.01974972637762338	253	-0.240201359	0.080970057
-0.40247705342407203	-0.23546383613717517	0.07141031693005588	-0.36952281545785254	0.07219831497382335	-0.03295423796621949	-0.016814547164122423	-0.017000092206376504	253	-0.240201359	0.080970057
-0.40534069117501487	-0.23603294262798005	0.08813484726053146	-0.3731855354451447	0.09181412775356945	-0.032155155729870155	-0.020802727346970806	-0.02167115874849629	253	-0.240201359	0.080970057
-0.38881742729195506	-0.22027722226664864	0.08873271703348083	-0.3582594209624328	0.09239432012801678	-0.03055800632952227	-0.019545796432307697	-0.020352364191015042	253	-0.240201359	0.080970057
-0.39581870771127364	-0.2392024716646314	0.07552126887422585	-0.3633595842678179	0.08050630689730985	-0.03245912344345575	-0.018064874177964017	-0.01925730759442788	253	-0.240201359	0.080970057
-0.39780583199625746	-0.2202449114622219	0.09303585178598815	-0.36423861427511994	0.09455167897891747	-0.03356721772113752	-0.020490672939417358	-0.020824526165316104	253	-0.240201359	0.080970057
-0.4056344792857763	-0.23155704971087768	0.09234481187917008	-0.37319616369797687	0.09356452125794669	-0.032438315587799416	-0.021383092194846635	-0.021665524500100834	253	-0.240201359	0.080970057
-0.37761690195058517	-0.23928169847261957	0.08767347604287766	-0.34617220336731463	0.09058898154882375	-0.031444698583270536	-0.02097865825853829	-0.021676285367907343	253	-0.240201359	0.080970057
-0.3998111505136188	-0.1895127450209188	0.09343455273552739	-0.36811920850622254	0.09393232612340353	-0.03169194200739628	-0.017707038568711593	-0.017801372969846366	253	-0.240201359	0.080970057
-0.3901383375117531	-0.22081259819270702	0.07424745893578234	-0.3630335044775718	0.08055354657685217	-0.027104833034181264	-0.01639477431681642	-0.017787237913271966	253	-0.240201359	0.080970057
-0.41054155520315483	-0.23162454567109164	0.08760475901880325	-0.377453212827248	0.08873618849252067	-0.033088342375906854	-0.02029141250635577	-0.02055347934416445	253	-0.240201359	0.080970057
-0.3813091459791033	-0.2277372247120989	0.07228335092422417	-0.35386309478288064	0.07619219734612302	-0.027446051196222676	-0.01646160973237354	-0.017351799568322605	253	-0.240201359	0.080970057
-0.39322667536465183	-0.24711256376481416	0.0810679177014863	-0.35985936426723214	0.08684420395629448	-0.033367311097419694	-0.020032900982289242	-0.021460293887754348	253	-0.240201359	0.080970057
-0.4016817503215943	-0.20252562777747443	0.06924195618785053	-0.3736089325316889	0.07225950542582636	-0.02807281778990539	-0.01402327064548481	-0.014634401699255305	253	-0.240201359	0.080970057
-0.38345920593517324	-0.25334524992139335	0.08151732654909877	-0.351495574207542	0.08817089749171926	-0.031963631727631225	-0.02065202746750526	-0.022337678060833168	253	-0.240201359	0.080970057
-0.38796822994797403	-0.21013229214995896	0.07548998944302765	-0.3595101580877792	0.08157295697870012	-0.028458071860194833	-0.015862884516039604	-0.01714111242738425	253	-0.240201359	0.080970057
-0.3799148677893067	-0.24395882251999856	0.0832793673830557	-0.34785951049264563	0.08513453015035227	-0.03205535729666109	-0.020316736406980646	-0.020769319731273255	253	-0.240201359	0.080970057
-0.4012567470397839	-0.24646252413379707	0.07942156756449309	-0.37301854591001854	0.08136850411725063	-0.028238201129765383	-0.01957444001260787	-0.020054286909728852	253	-0.240201359	0.080970057
-0.3879961603320731	-0.23802816069964142	0.07811060705821281	-0.3563883818681932	0.08167563607884094	-0.03160777846387991	-0.018592524129198824	-0.019441101429819783	253	-0.240201359	0.080970057
-0.396380570457204	-0.24958343292709537	0.08903341977217313	-0.3635504000980325	0.0831758545831025	-0.03283017035917146	-0.0222212665519781	-0.020759315323495602	253	-0.240201359	0.080970057
-0.3878539089179337	-0.22742056091286136	0.08656774996309415	-0.3574895242348518	0.09087941616142219	-0.03036438468308189	-0.019687286253571204	-0.020667847798863992	253	-0.240201359	0.080970057
-0.39172974576085207	-0.23576212338988817	0.08130453952419704	-0.3622245419995507	0.0838880880189147	-0.02950520376130139	-0.01916853087946178	-0.019777633758457168	253	-0.240201359	0.080970057
-0.3694927488775296	-0.23166809467870958	0.07533379409328869	-0.3350253893839483	0.08265856088738764	-0.03446735949358126	-0.017452436542510417	-0.0191493513096652	253	-0.240201359	0.080970057
-0.3874941537570695	-0.23025284680659933	0.07641460804566855	-0.3583298260148323	0.08413574149375148	-0.029164327742237206	-0.017594681040125654	-0.0193724939971204	253	-0.240201359	0.080970057
-0.3719082235352637	-0.24362779838849416	0.08170075217164334	-0.3345056831657119	0.08441111598341064	-0.03740254036955182	-0.01990457437826145	-0.020564894346554164	253	-0.240201359	0.080970057
-0.3969145145936575	-0.24300157646324835	0.09074703990689396	-0.3674483339782451	0.09120785799509466	-0.029466180615412396	-0.022051673756748543	-0.022163653278644092	253	-0.240201359	0.080970057
-0.40372860579197256	-0.24990033863554345	0.08166668008372689	-0.3663452096990997	0.08646917260764736	-0.037383396092872834	-0.020408531008163942	-0.021608675516186334	253	-0.240201359	0.080970057
-0.41197828494648775	-0.24398754178368628	0.08735504912797959	-0.37521733915777766	0.08961726607476263	-0.03676094578871009	-0.021313543699128887	-0.02186549645095588	253	-0.240201359	0.080970057
-0.37749908643667796	-0.21219021123721749	0.08571712443397218	-0.34854465276794333	0.08973410890472475	-0.028954433668734625	-0.018188334740291415	-0.019040699523677023	253	-0.240201359	0.080970057
-0.3945919531568889	-0.24788623203865665	0.08738005489360587	-0.36317106979470504	0.09159853756881005	-0.03142088336218385	-0.02166031256290694	-0.022706016338183657	253	-0.240201359	0.080970057
-0.39702235239975703	-0.22153056437935015	0.08164429650658804	-0.36625571865176876	0.08508279413156866	-0.03076663374798827	-0.018086707083459455	-0.018848439402938465	253	-0.240201359	0.080970057
-0.39279647823244623	-0.22975873151818985	0.08553830850173812	-0.3565286908602041	0.088551499993144	-0.03626778737224212	-0.019653173257570943	-0.020345480312457764	253	-0.240201359	0.080970057
-0.40410908943443924	-0.2316531491470799	0.08879022974453707	-0.3707720303157354	0.09472985652390736	-0.03333705911870383	-0.020568536333814735	-0.02194446958201419	253	-0.240201359	0.080970057
-0.3715118647496783	-0.20852698775576647	0.08408438394495935	-0.341970411353408	0.08498700213826287	-0.02954145339627029	-0.017533863301341705	-0.01772208355428484	253	-0.240201359	0.080970057
-0.3748884802664786	-0.2189731053450967	0.08372903917913381	-0.3416238403276722	0.08589242097518832	-0.033264639938806406	-0.018334407716616197	-0.018808130146545306	253	-0.240201359	0.080970057
-0.3944897407573021	-0.257108775000933	0.08357411177876428	-0.35840443846846237	0.08304111199238466	-0.036085302288839716	-0.021487637501229128	-0.021350598579077305	253	-0.240201359	0.080970057
-0.39586269540845004	-0.2362840919209646	0.08483311092554496	-0.36395342011352777	0.08968758719486862	-0.03190927529492227	-0.020044714579872853	-0.021191750096921865	253	-0.240201359	0.080970057
-0.39113014783879635	-0.2457495829204577	0.08170668626161358	-0.35706341694549204	0.08414900083900223	-0.03406673089330431	-0.02007938407060423	-0.020679581859358042	253	-0.240201359	0.080970057
-0.40592161399933185	-0.2378888631993954	0.08295834619900411	-0.373197368048452	0.08373272133060139	-0.03272424595087986	-0.019734866670182972	-0.019919081889928532	253	-0.240201359	0.080970057
-0.3938346266063988	-0.2441367479646646	0.08669516332537236	-0.35663061832988124	0.08861105476051055	-0.03720400827651754	-0.021165475238521865	-0.02163321474294986	253	-0.240201359	0.080970057
-0.4000031904051303	-0.22007664605139213	0.08072606882603699	-0.36773702034963945	0.08443609685873744	-0.03226617005549087	-0.017765922476148062	-0.018582413002341425	253	-0.240201359	0.080970057
-0.38382212922554204	-0.212813116239009	0.09227891965961357	-0.35298307484478053	0.0951171964382774	-0.03083905438076151	-0.019638164455931518	-0.020242186981947782	253	-0.240201359	0.080970057
-0.3910371568486355	-0.23771525125572776	0.08654767043292068	-0.35478389640055186	0.09116425218202584	-0.036253260448083635	-0.02057370122255966	-0.0216711331129908	253	-0.240201359	0.080970057
-0.42078488269324704	-0.2603804887968443	0.07832800686926533	-0.3787386949497125	0.08397156840889147	-0.042046187743534524	-0.020395084715101885	-0.02186455802734481	253	-0.240201359	0.080970057
-0.3995698571011477	-0.24013251381780365	0.07635259346159395	-0.36833140461175923	0.07422620452624996	-0.031238452489388446	-0.018334740204441355	-0.01782412508404284	253	-0.240201359	0.080970057
-0.396977508223355	-0.23702486625290162	0.06560500273972693	-0.37235058362935974	0.0709567776273238	-0.024626924593995236	-0.01555001699990502	-0.016818520726853307	253	-0.240201359	0.080970057
-0.3854065332936166	-0.23210800825111907	0.07890301047565829	-0.3555894027279579	0.07719123022713328	-0.02981713056565871	-0.01831402060652223	-0.017916702702473485	253	-0.240201359	0.080970057
-0.3743855004187695	-0.21599077075727338	0.07545701878832513	-0.34655463220725474	0.07845350982437269	-0.02783086821151476	-0.016298019647136404	-0.016945234055579576	253	-0.240201359	0.080970057
-0.38518077010972995	-0.22824646136044505	0.0832622948119042	-0.3529900712191704	0.0853428191274308	-0.03219069889055953	-0.019004324155567274	-0.019479196468360584	253	-0.240201359	0.080970057
-0.4159335914827978	-0.2487952457638968	0.06958931141102834	-0.3861568122096754	0.07184222497480505	-0.02977677927312239	-0.017313489835047144	-0.01787400401883179	253	-0.240201359	0.080970057
-0.4055896793604212	-0.2159069071669109	0.06682468598724378	-0.37885235976305087	0.07278970529028635	-0.0267373195973703	-0.014427911273905816	-0.01571580014281666	253	-0.240201359	0.080970057
-0.37649328809814775	-0.22135767149505406	0.080725211851354145	-0.34836363602065	0.0801717011448334	-0.028129652077497735	-0.017869144926360696	-0.01774662108521768	253	-0.240201359	0.080970057
-0.39507144173391795	-0.23027327917665008	0.07887505445044524	-0.35918693200187063	0.0813668958046632	-0.03588450973204732	-0.018162817433540854	-0.018736621913364608	253	-0.240201359	0.080970057
-0.3847961159328846	-0.23528451929130012	0.06939922240376627	-0.3519228060142883	0.07849121715346662	-0.03287330991859627	-0.016328562682460173	-0.018467768296542442	253	-0.240201359	0.080970057
-0.3983707163913421	-0.22856519190909716	0.08294749802888796	-0.36373656443029856	0.08266500350886626	-0.034634151961043524	-0.018958910805352235	-0.018894342391170205	253	-0.240201359	0.080970057
-0.3612413031672682	-0.22441347449171364	0.08378432778074578	-0.33308182031623285	0.085933387858667	-0.028159482851035367	-0.018802332105229767	-0.0192846101442075	253	-0.240201359	0.080970057
-0.4197113377739712	-0.21052543477838753	0.08266868646898673	-0.39288045163403934	0.08288894343936669	-0.026830886139931842	-0.017403861161441634	-0.017450230855893846	253	-0.240201359	0.080970057
-0.3793178886518874	-0.23928209423601893	0.07927483229570617	-0.34686007587595274	0.08286837203146853	-0.03245781277593468	-0.01896904789192576	-0.019828917605619327	253	-0.240201359	0.080970057
-0.38954899377434804	-0.23858875832620227	0.08151517970881368	-0.3576666272654126	0.0813135731155471	-0.031882366508935445	-0.019448605511463095	-0.019400504444705244	253	-0.240201359	0.080970057
-0.3831615355404646	-0.23034298989226631	0.0881785631531515	-0.34955239968703894	0.09459481551745541	-0.033609135853425676	-0.020311313881100943	-0.02178925263459803	253	-0.240201359	0.080970057
-0.3805989505964413	-0.24133398225691566	0.07477482192352361	-0.3480647551070856	0.07865383832735452	-0.032534195489355655	-0.018045705547355673	-0.018981844023332087	253	-0.240201359	0.080970057
-0.38674576513265585	-0.23998116461525032	0.08141791787068098	-0.3530110163669966	0.08079969723271195	-0.03373474876565924	-0.01953876675115482	-0.01939040544246583	253	-0.240201359	0.080970057
-0.398017959074165	-0.24101315069138024	0.08534360595976254	-0.3630845204620704	0.08243007168605655	-0.03493343861209458	-0.020568931363726024	-0.019866731288772824	253	-0.240201359	0.080970057
-0.3832973825191511	-0.21866301652606668	0.08650189851934718	-0.3530957180098714	0.08585049818552506	-0.03020166450927969	-0.018914766065472155	-0.018772328903512523	253	-0.240201359	0.080970057
-0.416614008354992	-0.22868696932361196	0.07122235014691802	-0.38443310030248534	0.0714543615962637	-0.032180908052506674	-0.01628762340320379	-0.016340681398403032	253	-0.240201359	0.080970057
-0.4072496331928485	-0.2239020392043134	0.07758963375007362	-0.37391157244407774	0.07946483236269976	-0.03333806074877077	-0.017372477217757303	-0.017792338011037395	253	-0.240201359	0.080970057
-0.39839603172576366	-0.22394600335490553	0.07972175616498861	-0.3666313448313087	0.0831798791671268	-0.03176468689445494	-0.0178533686735835	-0.018627801499022014	253	-0.240201359	0.080970057
-0.41747944002028703	-0.22554191210891444	0.07662393339067841	-0.38750090538063436	0.08373433691500327	-0.029978534639652665	-0.017281908450239705	-0.018885602456981898	253	-0.240201359	0.080970057
-0.39322594240969355	-0.24116109930120244	0.08311250427836932	-0.3591100943298975	0.08716154483410937	-0.03411584807979606	-0.020043502897447437	-0.02101997396898486	253	-0.240201359	0.080970057
-0.41300086339494246	-0.2362693957446158	0.08152503235692915	-0.382865179278818	0.08220276256990872	-0.03013568411612444	-0.019261870133031902	-0.019421997040930453	253	-0.240201359	0.080970057
-0.39584242743051956	-0.2213415510123062	0.07221334828760557	-0.3631036440350076	0.07834196746640731	-0.03273878339551195	-0.015983814513770483	-0.017340332588370228	253	-0.240201359	0.080970057
-0.36913218926790975	-0.24613747083893228	0.07947220860867596	-0.3373574925762082	0.08290805483715295	-0.031774696691701576	-0.019561088428923522	-0.020406778929792334	253	-0.240201359	0.080970057
-0.3904034478062347	-0.2368036181044429	0.07368261531839737	-0.3622528136879129	0.07439358190363575	-0.028150634118321805	-0.017448309898794343	-0.017616669358530155	253	-0.240201359	0.080970057
-0.40925901862839514	-0.21995691214599122	0.08016080764228373	-0.3823727238773312	0.07710009651596622	-0.026886294751063966	-0.017631923724125503	-0.016958699155809828	253	-0.240201359	0.080970057
-0.4078713544028651	-0.24183872835975193	0.07253969660980013	-0.3768340282503698	0.07417074090918134	-0.03103732615249527	-0.01754290798371627	-0.017937357662977046	253	-0.240201359	0.080970057
-0.40472652125965125	-0.23993003057821213	0.06889698953424285	-0.3789739845694421	0.07178020083155798	-0.02575253669020916	-0.01653045680569765	-0.017222225780425912	253	-0.240201359	0.080970057
-0.39474586456840205	-0.23809930454505926	0.08671235906267935	-0.36518953543127625	0.089228484311523	-0.029556329137125803	-0.02064615238828542	-0.021245240060183357	253	-0.240201359	0.080970057
-0.3938794416250312	-0.23718365042068615	0.09171939305096291	-0.36028495528471516	0.09111473941603199	-0.03359448634031603	-0.0217543404581971	-0.021610926501824043	253	-0.240201359	0.080970057
-0.3936796088400075	-0.2088049653706113	0.07785985918971763	-0.3637965845465251	0.07558123255753527	-0.02988302429348244	-0.01625752520186966	-0.01578173664684427	253	-0.240201359	0.080970057
-0.39451816128257683	-0.22477674580624238	0.07942408134882253	-0.36305236395134843	0.08312261475140541	-0.031465797331228396	-0.017852686544238598	-0.018684030846726866	253	-0.240201359	0.080970057
-0.4089778723545159	-0.24078207694644216	0.08446032607515049	-0.3745764118454686	0.08256898530635	-0.0344014605090473	-0.02033653273194848	-0.019881131773423218	253	-0.240201359	0.080970057
-0.39053671639846094	-0.20700990227533114	0.07652875699753904	-0.35871846098760046	0.07709927301551364	-0.031818255410860474	-0.01584221050731312	-0.015960312972440556	253	-0.240201359	0.080970057
-0.40146730015162646	-0.21438837625918755	0.07995453600669615	-0.3737029105314113	0.08146335303873589	-0.027764389620215157	-0.01714132314903233	-0.01746479598260354	253	-0.240201359	0.080970057
-0.38722127970345926	-0.2083869916348129	0.08678306909431358	-0.3543201121075708	0.09197101042676514	-0.03290116759588846	-0.01808446269340011	-0.0191655621804476	253	-0.240201359	0.080970057
-0.37990557277087605	-0.2289488600608522	0.07339926479087197	-0.35186734444764484	0.07726659324505464	-0.028038228323231218	-0.016804678003174783	-0.0176900984442408	253	-0.240201359	0.080970057
-0.3906732943084456	-0.24035113704969446	0.07784767641798979	-0.3626843062700741	0.08067319134061819	-0.02798898803837152	-0.01871077754374053	-0.019389893268145147	253	-0.240201359	0.080970057
-0.3970602027011554	-0.24261509721429902	0.07204812515001612	-0.3677213583464462	0.07812361068347586	-0.02933884435470918	-0.01747996288737914	-0.018953967400703545	253	-0.240201359	0.080970057
-0.3939751014778764	-0.22083322456570997	0.08404952835767708	-0.3636015377957051	0.08616423931072209	-0.030373563682171312	-0.018560928370452912	-0.019027926809238267	253	-0.240201359	0.080970057
-0.41268924928959894	-0.23827069054268804	0.08241990736348524	-0.3791606303664785	0.08647454337200489	-0.033528618923120423	-0.019638248241962006	-0.02060434916361123	253	-0.240201359	0.080970057
-0.40299249887731237	-0.25041542165373537	0.08280033130164387	-0.36566195840126037	0.08485779287033449	-0.037330540476052	-0.020734479875970133	-0.02124969998223015	253	-0.240201359	0.080970057
-0.39422179897729587	-0.22138914671476956	0.07847174966493464	-0.3646335537886949	0.08571853036426358	-0.02958824518860098	-0.017372793699534886	-0.018977152294988378	253	-0.240201359	0.080970057
-0.3866387876775488	-0.22951128851624636	0.06981519840588529	-0.3575779645804715	0.07652044196092425	-0.029060823097077304	-0.016023376144152123	-0.01756230523228437	253	-0.240201359	0.080970057
-0.3816801526352038	-0.23795953034399253	0.08074144563593236	-0.34877053401761654	0.08035474797106992	-0.03290961861758723	-0.01921319648282147	-0.019121178088105685	253	-0.240201359	0.080970057
-0.40508757405004714	-0.22753812594487197	0.08513763223537683	-0.3723011027518331	0.08711332132317046	-0.03278647129821405	-0.019372057286221364	-0.01982160187870766	253	-0.240201359	0.080970057
-0.38616985685826105	-0.25059310048940775	0.07997790722263058	-0.3551181638944783	0.08567262898734306	-0.03105169296378274	-0.020041911741573194	-0.021468969725017006	253	-0.240201359	0.080970057
-0.3839923605715309	-0.24271567860487636	0.08965596703890788	-0.3460336193772651	0.09091904168491356	-0.03795874119426579	-0.021760908880824954	-0.022067476900658838	253	-0.240201359	0.080970057
-0.40845358463580195	-0.2388831019221292	0.070974688598990407	-0.37873088863340904	0.06932747120338746	-0.029722696002392912	-0.016954653770484007	-0.016561161369482283	253	-0.240201359	0.080970057
-0.3961981932887706	-0.2352108909754661	0.08127512336821831	-0.36396268976898194	0.08230356375110935	-0.032235503519788655	-0.019116794181579553	-0.019358694560354505	253	-0.240201359	0.080970057
-0.3912981304432016	-0.23859972696045792	0.0888156890403888	-0.3533734738429121	0.09372620986556117	-0.037924656600289486	-0.021191399154841705	-0.02236304808296147	253	-0.240201359	0.080970057
