EO_total	EM_total	MO_total	EO_direct	MO_direct
-0.4026300715824113	-0.2347703394613761	0.090603642765342	-0.37561581734323024	0.07359809416957944
-0.40082901783680097	-0.23589544092087356	0.05760204755027881	-0.3698386501173159	0.07957976352599791
-0.3936640071014748	-0.24446449167417295	0.16369627305322026	-0.363982531332267	0.07001631028732748
-0.3872780850621307	-0.2328106654791439	0.06735075515071652	-0.3558123851750426	0.08292682259711728
-0.3779730337981888	-0.21348459682996782	0.17188847174128913	-0.3488835132575604	0.08829218964977073
-0.39563652685498574	-0.22570903208613768	-0.008652616616234602	-0.3652279312374475	0.08624502183922428
-0.41116054669250246	-0.2633068269075425	0.024331198957582886	-0.3776404624733477	0.07517756495227147
-0.3877257750318657	-0.22144553553348145	0.10779284953745955	-0.3545458520138618	0.0909694394607031
-0.39085221699530387	-0.2433366319587402	0.16190927819102643	-0.35621923885020873	0.08105945857677548
-0.41347611472139467	-0.2243407312740782	0.06280299469413592	-0.3860218195572495	0.08119530825697471
-0.39375344979560495	-0.2157124822386017	0.2241521134837486	-0.36483842960787427	0.07074333239234018
-0.41194340642030824	-0.23262944445563258	0.1509381831490378	-0.37635131256438853	0.08727813457447876
-0.4008489132411265	-0.25415192246812435	-0.07672988632606537	-0.36419838157633344	0.09357231033673388
-0.3928225991603011	-0.26188141179437685	0.03439367028764487	-0.361763316518273	0.07864856666442449
-0.3928606195361621	-0.2579926859297105	-0.02776834799014317	-0.36229907184354504	0.0767556846511894
-0.39188627517503666	-0.2315239215896663	0.13083122903944325	-0.3625809911039955	0.08023022908748789
-0.37584234510097697	-0.2312248153571817	-0.1258883357732381	-0.34405350967548753	0.08318220707891259
-0.41385571600166093	-0.24046467218639947	0.10812737442579798	-0.38204837184092333	0.07034373379836308
-0.39554617183468377	-0.25660257611361287	0.27911642958137184	-0.36282163918767385	0.0854939402217673
-0.40209864946261886	-0.25766623371032765	0.22711572717361844	-0.3681216288597761	0.0849952292363457
-0.3939567450015138	-0.2316189069925628	0.16965792705466687	-0.3644225588451126	0.09073220074289814
-0.39496079002274065	-0.23446434611837205	0.19292846950585063	-0.363825212123888	0.08543953534330927
-0.39615136696093967	-0.23166038893298702	0.19482642364217354	-0.36596973223796503	0.08111806678160682
-0.389429290867336	-0.2292087336379505	-0.05127311374983875	-0.3592540193167271	0.08649537586966598
-0.38202756547967376	-0.23613584598125004	0.10951504477306999	-0.3475696356090354	0.09268632206863361
-0.4031548710999409	-0.24559439807947697	0.12400122605275576	-0.37117521276838555	0.07953636997686934
-0.3983266699668463	-0.20847703045399266	0.0716165794018391	-0.36970620558167455	0.07206412920062384
-0.4031189788986611	-0.22940609400082376	0.034613425086072604	-0.3739295521601623	0.08158695965498995
-0.3871071457864461	-0.2370717763585103	0.10712397912287545	-0.3591641553260401	0.07331713337621225
-0.3885308115306887	-0.23602906241759428	0.10295491554968585	-0.35823795724908464	0.07303301367104956
-0.39609021956649454	-0.23308562608998873	0.0157955599892474	-0.3637028989939559	0.0934376414450589
-0.39526182229372164	-0.2315211767436381	-0.15272592416626815	-0.3673257740499163	0.0768930882801168
-0.42021383026641485	-0.2416893356482361	0.023357803800832123	-0.386689684598811	0.0816200243198636
-0.4017772226619585	-0.23340830661514905	0.1716829864690931	-0.368352666203145	0.09121583490602797
-0.38605205295436157	-0.22600915769079674	0.02261657817118245	-0.35630660807715553	0.07688509097190388
-0.4010342474084797	-0.23220711201495023	0.16386125883134486	-0.36581120982785625	0.09327432081089371
-0.4026393736603291	-0.2388453399852554	-0.12585308991052546	-0.37447160621870756	0.07808719602683532
-0.3926347842850323	-0.22419332285647461	0.1771675225340988	-0.3595327302549956	0.08842447048232842
-0.38943085408972367	-0.2474986025566976	0.052654774859402016	-0.3566598811376871	0.08801861898613986
-0.3930426739585374	-0.21563617884342035	0.20790867014867492	-0.3610257283883531	0.08695625236137557
-0.3975166507056991	-0.20410367582342281	0.15467311423535496	-0.36466538082693883	0.09262733535639595
-0.3903828237410879	-0.227544682641564	0.04112216058638058	-0.3619867850215447	0.07409723331390312
