EO_total_beta	EM_total_beta	MO_total_beta	EO_direct_beta	MO_direct_beta	EO_total_se	EM_total_se	MO_total_se	EO_direct_se	MO_direct_se	indirect_b_difference	indirect_se_difference_PoE	indirect_b_product_v1	indirect_se_product_v1_PoE	indirect_se_product_v1_delta	indirect_b_product_v2	indirect_se_product_v2_PoE	indirect_se_product_v2_delta	param_snps_m	param_beta_em	param_beta_mo
-0.38315322251949735	-0.7659810371315009	-0.026156309586052938	-0.3983007699004907	-0.026785268214600606	0.009618560389069343	0.012816796012887717	0.011598547032814358	0.014318626424793429	0.012716452808875726	0.015147547380993331	0.017249341049760898	0.020035237144257447	0.017285732651767503	0.008890589831904418	0.020517007526865198	0.0180548728069831	0.00974660957691263	66	-0.791329723	-0.01930253
-0.4214347416390466	-0.8012772513086273	-0.0057020761748710095	-0.4205206457114187	-7.230468673149521e-4	0.011313309780842688	0.01264414889480667	0.01351647750572245	0.015498508488773256	0.013537236390317465	-9.140959276279226e-4	0.019188401277174905	0.004568943924153054	0.018508637589967063	0.01083068591710252	5.793610064094385e-4	0.018523802805076938	0.010847083417884264	66	-0.791329723	-0.01930253
-0.410909848579053	-0.7742706181202454	-0.03361453771173537	-0.42383314838849984	-0.02513009040623707	0.011843150006191683	0.014194808017776889	0.012346156448740696	0.016587984833614157	0.01463660199226799	0.012923299809446842	0.02038189007205591	0.026026748891891646	0.01881276571156736	0.009571167323784883	0.019457490632254826	0.020389278862716218	0.011338303633081047	66	-0.791329723	-0.01930253
-0.39245879134221334	-0.7790419408837522	-0.0011280617927111962	-0.38265844893881834	0.006656327044002498	0.010184744186538051	0.01347946319096539	0.011930973619728474	0.014472657464472863	0.012314056623188829	-0.009800342403395002	0.01769708530321258	8.788074484305353e-4	0.01800122383148567	0.009294741283157408	-0.005185557939516715	0.01825737983489667	0.009593586150182042	66	-0.791329723	-0.01930253
-0.38911527389559303	-0.8055919714618048	-0.02771646476025672	-0.40575558700328385	-0.023664410986596936	0.01005323501058188	0.012244924922033353	0.0106210138390189	0.013731015835534518	0.011903917035541068	0.01664031310769082	0.01701788265483368	0.02232816148816685	0.01620938374259998	0.008562931789158283	0.01906385950017502	0.01707751232279685	0.00959407692212741	66	-0.791329723	-0.01930253
-0.42015951225383796	-0.7916871254146904	-0.019039501023657594	-0.4202412256945394	-0.00647706315621329	0.010643773865351506	0.013416720474140043	0.01159972010642705	0.015098645032295292	0.013497281974454694	8.171344070145858e-5	0.018473196905462657	0.015073327834749536	0.01773589283990678	0.00918690119621326	0.005127807511271901	0.019031158897427874	0.010685977722825998	66	-0.791329723	-0.01930253
-0.39042165610996765	-0.7670465616849745	-0.015379859031945218	-0.3919678521587688	-0.005854672979592129	0.010652529356318411	0.012421176956962912	0.010899012975707273	0.01371685194821067	0.012152818272845776	0.0015461960488011295	0.017367452578209517	0.01179706798965318	0.01652495448831318	0.008362232830177951	0.004490806778786068	0.017377474758117205	0.009322061129237032	66	-0.791329723	-0.01930253
-0.39654662937283103	-0.798767350648535	-0.014914507373589413	-0.40058652572170983	-0.007010388872233982	0.011603362493176521	0.011882749163421233	0.01246175719378248	0.015301777247230334	0.013304766813803019	0.004039896348878802	0.019203708185449798	0.011913221541030056	0.01721903365574205	0.009955622344643608	0.0055996697464903095	0.017838625161442856	0.010627739816796211	66	-0.791329723	-0.01930253
-0.3947123718907406	-0.7882800390511442	-0.027355340424865753	-0.4058774946164164	-0.017523152956855102	0.01046021918798801	0.013180382019925461	0.012360222580505087	0.014372735452655742	0.012773520898186747	0.011165122725675825	0.01777615565449346	0.02156366881837052	0.01806924382565032	0.009749985647939625	0.013813151697128913	0.01835443560362421	0.0100717600662336	66	-0.791329723	-0.01930253
-0.3991321698995392	-0.7848479707512978	0.020306303025573347	-0.3781638181342958	0.021704793079208636	0.010312652565105383	0.012058654871078586	0.010545819068144323	0.013841527133965359	0.012243551063383706	-0.02096835176524342	0.01726090021780075	-0.01593736072308218	0.016019533611120632	0.008280486029759932	-0.01703496280379371	0.017184751960429095	0.009612889943296725	66	-0.791329723	-0.01930253
