EO_total_beta	EM_total_beta	MO_total_beta	EO_direct_beta	MO_direct_beta	EO_total_se	EM_total_se	MO_total_se	EO_direct_se	MO_direct_se	indirect_b_difference	indirect_se_difference_PoE	indirect_b_product_v1	indirect_se_product_v1_PoE	indirect_se_product_v1_delta	indirect_b_product_v2	indirect_se_product_v2_PoE	indirect_se_product_v2_delta	param_snps_m	param_beta_em	param_beta_mo
-0.39378207659324566	0.006633974933042385	0.1458786568387783	-0.38929603881758823	0.14954447442025193	0.010806838663372276	0.012374851409599241	0.009018117962091982	0.010314800753167822	0.009769755349152294	-0.0044860377756574255	0.014939306425457287	9.677553527343472e-4	0.015312197719069146	0.0018062177589886275	9.920742946789493e-4	0.015766580700708386	0.001851725246885049	113	-0.013088583	0.135878853
-0.37354110836195165	0.001389533603856594	0.12532385176930894	-0.36744551451746	0.13231102640575879	0.011424162442954761	0.013386089380048578	0.00930164900030799	0.010895638935815407	0.010390541282963022	-0.0060955938444916535	0.015786907086021467	1.7414170339819743e-4	0.016300554070815508	0.001677646070316629	1.8385061735155898e-4	0.016945522625272085	0.0017711860728610086	113	-0.013088583	0.135878853
-0.39786502145253505	-0.002871175463934313	0.14154170271638108	-0.39422199346386655	0.15029893693585467	0.010965093632699848	0.013374546116335621	0.009525453282388558	0.010305794318073208	0.009753737644265775	-0.0036430279886685013	0.015048012323901945	-4.063910639627581e-4	0.01641988867358592	0.00189325357927914	-4.315346199856366e-4	0.016553364668584918	0.0020103751265903727	113	-0.013088583	0.135878853
-0.39372915938666386	-0.015598922478881333	0.1334016073376063	-0.38581961433669676	0.13677674351321095	0.012170040019465398	0.013597249806132836	0.010003753834741398	0.011758527442194442	0.010687125149909963	-0.007909545049967104	0.016922554230500462	-0.002080921331417488	0.016880766957590602	0.0018205949320229881	-0.002133569818976413	0.017294503353962425	0.0018672442701409108	113	-0.013088583	0.135878853
-0.385036278522554	0.009205544531262294	0.13309669270172655	-0.38075480375621734	0.13474239020496492	0.009903953748074588	0.01310609722820015	0.009346247204082248	0.010235434362589689	0.009690457297316433	-0.004281474766336668	0.014242626739295055	0.001225227531629477	0.01609727061817782	0.0017464986986377854	0.0012403770732805249	0.016299532115559297	0.001768198528266005	113	-0.013088583	0.135878853
-0.41598643115348793	-0.023853197653506023	0.1383087864040918	-0.40813883741935775	0.14036699632957803	0.010559633604613672	0.011497039761672522	0.010015448256261196	0.010704369089482425	0.009951390236364347	-0.007847593734130187	0.015036268801386638	-0.0032991068193133485	0.01524765972388302	0.001607987498130937	-0.003348201707478379	0.015205659831716829	0.0016311689279244173	113	-0.013088583	0.135878853
-0.38482110147203086	0.006647345878422596	0.15512965723975936	-0.37987646636600153	0.15788583293382116	0.012713390515213934	0.013019718743148775	0.008248148035503484	0.011239059554697584	0.01070673454719062	-0.004944635106029327	0.016968994020458924	0.0010312004876738244	0.015412495650162549	0.0020204885575385314	0.0010495217408139545	0.016856667547730325	0.002056860840680468	113	-0.013088583	0.135878853
-0.39304345535295754	-0.007941187903782131	0.1272352382479253	-0.3848447057776335	0.12891337668714664	0.010101037222302402	0.013539162495856827	0.009311958347845649	0.010591452572407628	0.01001012018775044	-0.008198749575324016	0.014635908600421731	-0.001010398934909262	0.016432330612582875	0.0017242450065996424	-0.0010237253475836783	0.01683779757754633	0.0017471884303874494	113	-0.013088583	0.135878853
-0.3988646072079261	-2.9949715513593147e-4	0.12982268934552302	-0.394557311653001	0.13333711418147176	0.010326666682133997	0.013020510619184569	0.010578046372406448	0.01058560753397794	0.010620104559057304	-0.004307295554925095	0.014788344451875162	-3.888152613107994e-5	0.0167758386330186	0.0016903606740782324	-3.993408637138566e-5	0.016802390235606594	0.001736120224755645	113	-0.013088583	0.135878853
-0.40408517705420155	-0.008983795231694748	0.13616464841108433	-0.39771708202522577	0.13904267371217816	0.012585609704775418	0.013375441311700964	0.00955182470136368	0.011179840543253185	0.010665291279657459	-0.006368095028975784	0.01683408465624148	-0.0012232753191208912	0.016435929709278332	0.001823282717988182	-0.0012491309090975548	0.017107041484800762	0.001862223678186025	113	-0.013088583	0.135878853
